10:11AM  up 20 days, 14:36, 1 user, load averages: 0.18, 0.19, 0.17
10:28AM  up 20 days, 14:53, 1 user, load averages: 0.83, 0.78, 0.54
10:28AM  up 20 days, 14:54, 1 user, load averages: 0.77, 0.77, 0.54
10:29AM  up 20 days, 14:54, 1 user, load averages: 0.75, 0.76, 0.54
10:29AM  up 20 days, 14:54, 1 user, load averages: 0.65, 0.74, 0.54
10:29AM  up 20 days, 14:55, 1 user, load averages: 1.37, 0.90, 0.60
10:30AM  up 20 days, 14:55, 1 user, load averages: 1.06, 0.86, 0.59
10:30AM  up 20 days, 14:55, 1 user, load averages: 1.04, 0.87, 0.60
10:30AM  up 20 days, 14:56, 1 user, load averages: 1.44, 0.98, 0.65
10:31AM  up 20 days, 14:56, 1 user, load averages: 1.09, 0.93, 0.64
10:31AM  up 20 days, 14:56, 1 user, load averages: 1.14, 0.95, 0.65
10:31AM  up 20 days, 14:57, 1 user, load averages: 1.09, 0.96, 0.66
10:32AM  up 20 days, 14:57, 1 user, load averages: 1.07, 0.96, 0.67
10:32AM  up 20 days, 14:57, 1 user, load averages: 1.42, 1.04, 0.70
10:32AM  up 20 days, 14:58, 1 user, load averages: 1.15, 1.01, 0.70
10:33AM  up 20 days, 14:58, 1 user, load averages: 1.31, 1.05, 0.72
10:33AM  up 20 days, 14:59, 1 user, load averages: 1.24, 1.05, 0.73
10:33AM  up 20 days, 14:59, 1 user, load averages: 1.14, 1.04, 0.73
10:34AM  up 20 days, 14:59, 1 user, load averages: 1.21, 1.06, 0.74
10:34AM  up 20 days, 15 hrs, 1 user, load averages: 1.23, 1.07, 0.76
10:34AM  up 20 days, 15 hrs, 1 user, load averages: 1.10, 1.05, 0.75
10:35AM  up 20 days, 15 hrs, 1 user, load averages: 0.94, 1.01, 0.75
10:35AM  up 20 days, 15:01, 1 user, load averages: 1.04, 1.03, 0.76
10:35AM  up 20 days, 15:01, 1 user, load averages: 0.80, 0.98, 0.75
10:36AM  up 20 days, 15:01, 1 user, load averages: 0.71, 0.94, 0.74
10:36AM  up 20 days, 15:02, 1 user, load averages: 0.58, 0.90, 0.73
10:36AM  up 20 days, 15:02, 1 user, load averages: 0.56, 0.87, 0.72
10:37AM  up 20 days, 15:02, 1 user, load averages: 1.06, 0.97, 0.76
10:37AM  up 20 days, 15:03, 1 user, load averages: 1.21, 1.02, 0.78
10:37AM  up 20 days, 15:03, 1 user, load averages: 1.44, 1.08, 0.81
10:38AM  up 20 days, 15:03, 1 user, load averages: 1.45, 1.12, 0.83
10:38AM  up 20 days, 15:04, 1 user, load averages: 1.45, 1.14, 0.84
10:38AM  up 20 days, 15:04, 1 user, load averages: 1.91, 1.26, 0.89
10:39AM  up 20 days, 15:04, 1 user, load averages: 1.90, 1.31, 0.92
10:39AM  up 20 days, 15:05, 1 user, load averages: 1.44, 1.24, 0.90
10:39AM  up 20 days, 15:05, 1 user, load averages: 1.73, 1.31, 0.93
10:40AM  up 20 days, 15:05, 1 user, load averages: 1.81, 1.36, 0.96
10:40AM  up 20 days, 15:06, 1 user, load averages: 1.92, 1.42, 0.99
10:40AM  up 20 days, 15:06, 2 users, load averages: 1.59, 1.38, 0.99
10:41AM  up 20 days, 15:06, 2 users, load averages: 1.62, 1.40, 1.00
10:41AM  up 20 days, 15:07, 2 users, load averages: 1.71, 1.44, 1.02
10:41AM  up 20 days, 15:07, 2 users, load averages: 1.29, 1.36, 1.00
10:42AM  up 20 days, 15:07, 2 users, load averages: 1.20, 1.33, 1.00
10:42AM  up 20 days, 15:08, 2 users, load averages: 1.27, 1.34, 1.01
10:42AM  up 20 days, 15:08, 2 users, load averages: 0.99, 1.27, 0.99
10:43AM  up 20 days, 15:08, 2 users, load averages: 0.93, 1.24, 0.99
10:43AM  up 20 days, 15:09, 2 users, load averages: 0.66, 1.16, 0.96
10:43AM  up 20 days, 15:09, 2 users, load averages: 0.93, 1.18, 0.98
10:44AM  up 20 days, 15:09, 2 users, load averages: 1.07, 1.19, 0.99
10:44AM  up 20 days, 15:10, 2 users, load averages: 1.08, 1.20, 0.99
10:44AM  up 20 days, 15:10, 2 users, load averages: 1.14, 1.20, 1.00
10:45AM  up 20 days, 15:10, 2 users, load averages: 0.88, 1.14, 0.98
10:45AM  up 20 days, 15:11, 2 users, load averages: 1.02, 1.16, 0.99
10:45AM  up 20 days, 15:11, 2 users, load averages: 1.06, 1.16, 1.00
10:46AM  up 20 days, 15:11, 2 users, load averages: 1.13, 1.17, 1.00
10:46AM  up 20 days, 15:12, 2 users, load averages: 1.33, 1.22, 1.02
10:46AM  up 20 days, 15:12, 2 users, load averages: 1.44, 1.25, 1.04
10:47AM  up 20 days, 15:12, 2 users, load averages: 1.20, 1.21, 1.03
10:47AM  up 20 days, 15:13, 2 users, load averages: 1.45, 1.27, 1.05
10:47AM  up 20 days, 15:13, 2 users, load averages: 1.10, 1.20, 1.03
10:48AM  up 20 days, 15:13, 2 users, load averages: 0.85, 1.14, 1.02
10:48AM  up 20 days, 15:14, 2 users, load averages: 0.82, 1.11, 1.01
10:48AM  up 20 days, 15:14, 2 users, load averages: 1.07, 1.15, 1.02
10:49AM  up 20 days, 15:14, 2 users, load averages: 1.04, 1.14, 1.02
10:49AM  up 20 days, 15:15, 2 users, load averages: 1.11, 1.15, 1.02
10:49AM  up 20 days, 15:15, 2 users, load averages: 0.87, 1.09, 1.01
10:50AM  up 20 days, 15:15, 2 users, load averages: 1.29, 1.16, 1.03
10:50AM  up 20 days, 15:16, 2 users, load averages: 0.98, 1.10, 1.01
10:50AM  up 20 days, 15:16, 2 users, load averages: 1.06, 1.11, 1.02
10:51AM  up 20 days, 15:16, 2 users, load averages: 1.30, 1.17, 1.04
10:51AM  up 20 days, 15:17, 2 users, load averages: 2.10, 1.34, 1.10
10:51AM  up 20 days, 15:17, 2 users, load averages: 2.14, 1.40, 1.13
10:52AM  up 20 days, 15:17, 2 users, load averages: 1.88, 1.39, 1.13
10:52AM  up 20 days, 15:18, 2 users, load averages: 1.59, 1.34, 1.12
10:52AM  up 20 days, 15:18, 2 users, load averages: 1.29, 1.29, 1.10
10:53AM  up 20 days, 15:18, 2 users, load averages: 1.36, 1.31, 1.11
10:53AM  up 20 days, 15:19, 2 users, load averages: 2.00, 1.50, 1.19
10:53AM  up 20 days, 15:19, 2 users, load averages: 2.09, 1.54, 1.21
10:54AM  up 20 days, 15:19, 2 users, load averages: 1.90, 1.53, 1.21
10:54AM  up 20 days, 15:20, 2 users, load averages: 1.58, 1.49, 1.21
10:54AM  up 20 days, 15:20, 2 users, load averages: 2.15, 1.65, 1.27
10:55AM  up 20 days, 15:20, 2 users, load averages: 1.96, 1.64, 1.27
10:55AM  up 20 days, 15:21, 2 users, load averages: 1.54, 1.56, 1.25
10:55AM  up 20 days, 15:21, 2 users, load averages: 1.31, 1.51, 1.24
10:56AM  up 20 days, 15:21, 2 users, load averages: 1.58, 1.55, 1.26
10:56AM  up 20 days, 15:22, 2 users, load averages: 1.21, 1.47, 1.24
10:56AM  up 20 days, 15:22, 2 users, load averages: 1.07, 1.42, 1.23
10:57AM  up 20 days, 15:22, 2 users, load averages: 1.11, 1.41, 1.23
10:57AM  up 20 days, 15:23, 2 users, load averages: 1.02, 1.37, 1.22
10:57AM  up 20 days, 15:23, 2 users, load averages: 0.86, 1.31, 1.20
10:58AM  up 20 days, 15:23, 2 users, load averages: 0.69, 1.24, 1.17
10:58AM  up 20 days, 15:24, 2 users, load averages: 0.80, 1.22, 1.17
10:58AM  up 20 days, 15:24, 2 users, load averages: 1.88, 1.45, 1.25
10:59AM  up 20 days, 15:24, 2 users, load averages: 1.63, 1.42, 1.24
10:59AM  up 20 days, 15:25, 2 users, load averages: 1.97, 1.52, 1.28
10:59AM  up 20 days, 15:25, 2 users, load averages: 1.55, 1.45, 1.26
11:00AM  up 20 days, 15:25, 2 users, load averages: 1.56, 1.45, 1.27
11:00AM  up 20 days, 15:26, 2 users, load averages: 1.27, 1.39, 1.25
11:00AM  up 20 days, 15:26, 2 users, load averages: 1.86, 1.53, 1.30
11:01AM  up 20 days, 15:26, 2 users, load averages: 1.49, 1.47, 1.28
11:01AM  up 20 days, 15:27, 2 users, load averages: 1.43, 1.45, 1.28
11:01AM  up 20 days, 15:27, 2 users, load averages: 2.07, 1.61, 1.34
11:02AM  up 20 days, 15:27, 2 users, load averages: 1.81, 1.59, 1.34
11:02AM  up 20 days, 15:28, 2 users, load averages: 1.73, 1.58, 1.34
11:02AM  up 20 days, 15:28, 2 users, load averages: 1.61, 1.56, 1.34
11:03AM  up 20 days, 15:28, 2 users, load averages: 1.22, 1.47, 1.31
11:03AM  up 20 days, 15:29, 2 users, load averages: 1.29, 1.47, 1.32
11:03AM  up 20 days, 15:29, 2 users, load averages: 1.24, 1.46, 1.32
11:04AM  up 20 days, 15:29, 2 users, load averages: 1.04, 1.39, 1.30
11:04AM  up 20 days, 15:30, 2 users, load averages: 1.32, 1.43, 1.31
11:04AM  up 20 days, 15:30, 2 users, load averages: 1.31, 1.42, 1.31
11:05AM  up 20 days, 15:30, 2 users, load averages: 1.64, 1.49, 1.34
11:05AM  up 20 days, 15:31, 2 users, load averages: 1.98, 1.57, 1.37
11:05AM  up 20 days, 15:31, 2 users, load averages: 1.64, 1.52, 1.35
11:06AM  up 20 days, 15:31, 2 users, load averages: 1.17, 1.42, 1.32
11:06AM  up 20 days, 15:32, 2 users, load averages: 1.60, 1.50, 1.35
11:06AM  up 20 days, 15:32, 2 users, load averages: 1.28, 1.43, 1.33
11:07AM  up 20 days, 15:32, 2 users, load averages: 1.69, 1.52, 1.36
11:07AM  up 20 days, 15:33, 2 users, load averages: 1.40, 1.46, 1.34
11:07AM  up 20 days, 15:33, 2 users, load averages: 1.53, 1.48, 1.35
11:08AM  up 20 days, 15:33, 2 users, load averages: 1.24, 1.41, 1.33
11:08AM  up 20 days, 15:34, 2 users, load averages: 1.24, 1.40, 1.32
11:08AM  up 20 days, 15:34, 2 users, load averages: 2.14, 1.58, 1.39
11:09AM  up 20 days, 15:34, 2 users, load averages: 1.73, 1.53, 1.38
11:09AM  up 20 days, 15:35, 2 users, load averages: 1.56, 1.51, 1.37
11:09AM  up 20 days, 15:35, 2 users, load averages: 2.00, 1.62, 1.41
11:10AM  up 20 days, 15:35, 2 users, load averages: 1.72, 1.58, 1.41
11:10AM  up 20 days, 15:36, 2 users, load averages: 1.51, 1.54, 1.40
11:10AM  up 20 days, 15:36, 2 users, load averages: 1.17, 1.47, 1.37
11:11AM  up 20 days, 15:36, 2 users, load averages: 1.32, 1.48, 1.38
11:11AM  up 20 days, 15:37, 2 users, load averages: 1.23, 1.45, 1.37
11:11AM  up 20 days, 15:37, 2 users, load averages: 2.07, 1.63, 1.44
11:12AM  up 20 days, 15:37, 2 users, load averages: 2.36, 1.72, 1.47
11:12AM  up 20 days, 15:38, 2 users, load averages: 1.75, 1.62, 1.44
11:12AM  up 20 days, 15:38, 2 users, load averages: 1.32, 1.53, 1.41
11:13AM  up 20 days, 15:38, 2 users, load averages: 2.36, 1.73, 1.48
11:13AM  up 20 days, 15:39, 2 users, load averages: 2.11, 1.71, 1.48
11:13AM  up 20 days, 15:39, 2 users, load averages: 2.09, 1.73, 1.50
11:14AM  up 20 days, 15:39, 2 users, load averages: 2.36, 1.80, 1.53
11:14AM  up 20 days, 15:40, 2 users, load averages: 2.11, 1.78, 1.52
11:14AM  up 20 days, 15:40, 2 users, load averages: 1.58, 1.68, 1.49
11:15AM  up 20 days, 15:40, 2 users, load averages: 1.13, 1.57, 1.46
11:15AM  up 20 days, 15:41, 2 users, load averages: 1.15, 1.55, 1.45
11:15AM  up 20 days, 15:41, 2 users, load averages: 1.24, 1.54, 1.45
11:16AM  up 20 days, 15:41, 2 users, load averages: 0.88, 1.44, 1.42
11:16AM  up 20 days, 15:42, 2 users, load averages: 0.77, 1.38, 1.40
11:16AM  up 20 days, 15:42, 2 users, load averages: 0.55, 1.29, 1.36
11:17AM  up 20 days, 15:42, 2 users, load averages: 1.26, 1.41, 1.40
11:17AM  up 20 days, 15:43, 2 users, load averages: 0.98, 1.34, 1.38
11:17AM  up 20 days, 15:43, 2 users, load averages: 1.34, 1.40, 1.40
11:18AM  up 20 days, 15:43, 2 users, load averages: 1.73, 1.47, 1.42
11:18AM  up 20 days, 15:44, 1 user, load averages: 1.45, 1.42, 1.41
11:18AM  up 20 days, 15:44, 1 user, load averages: 1.46, 1.43, 1.41
11:19AM  up 20 days, 15:44, 1 user, load averages: 1.26, 1.38, 1.39
11:19AM  up 20 days, 15:45, 1 user, load averages: 2.32, 1.64, 1.49
11:19AM  up 20 days, 15:45, 1 user, load averages: 2.10, 1.63, 1.49
11:20AM  up 20 days, 15:45, 1 user, load averages: 2.00, 1.64, 1.49
11:20AM  up 20 days, 15:46, 1 user, load averages: 2.73, 1.82, 1.56
11:20AM  up 20 days, 15:46, 1 user, load averages: 1.96, 1.71, 1.52
11:21AM  up 20 days, 15:46, 1 user, load averages: 1.63, 1.64, 1.50
11:21AM  up 20 days, 15:47, 1 user, load averages: 1.79, 1.68, 1.52
11:21AM  up 20 days, 15:47, 1 user, load averages: 1.57, 1.64, 1.51
11:22AM  up 20 days, 15:47, 1 user, load averages: 1.33, 1.58, 1.49
11:22AM  up 20 days, 15:48, 1 user, load averages: 1.48, 1.59, 1.49
11:22AM  up 20 days, 15:48, 1 user, load averages: 1.52, 1.60, 1.50
11:23AM  up 20 days, 15:48, 1 user, load averages: 1.72, 1.63, 1.51
11:23AM  up 20 days, 15:49, 1 user, load averages: 1.51, 1.59, 1.50
11:23AM  up 20 days, 15:49, 1 user, load averages: 1.36, 1.55, 1.49
11:24AM  up 20 days, 15:49, 1 user, load averages: 1.63, 1.61, 1.51
11:24AM  up 20 days, 15:50, 1 user, load averages: 1.58, 1.59, 1.50
11:24AM  up 20 days, 15:50, 1 user, load averages: 2.05, 1.71, 1.55
11:25AM  up 20 days, 15:50, 1 user, load averages: 1.55, 1.61, 1.52
11:25AM  up 20 days, 15:51, 1 user, load averages: 1.48, 1.59, 1.51
11:25AM  up 20 days, 15:51, 1 user, load averages: 1.39, 1.56, 1.50
11:26AM  up 20 days, 15:51, 1 user, load averages: 1.06, 1.48, 1.47
11:26AM  up 20 days, 15:52, 1 user, load averages: 0.82, 1.39, 1.44
11:26AM  up 20 days, 15:52, 1 user, load averages: 1.06, 1.40, 1.44
11:27AM  up 20 days, 15:52, 1 user, load averages: 1.37, 1.44, 1.45
11:27AM  up 20 days, 15:53, 1 user, load averages: 1.22, 1.40, 1.44
11:27AM  up 20 days, 15:53, 1 user, load averages: 1.25, 1.39, 1.43
11:28AM  up 20 days, 15:53, 1 user, load averages: 1.09, 1.35, 1.41
11:28AM  up 20 days, 15:54, 1 user, load averages: 0.99, 1.31, 1.40
11:28AM  up 20 days, 15:54, 1 user, load averages: 0.98, 1.28, 1.38
11:29AM  up 20 days, 15:54, 1 user, load averages: 0.90, 1.24, 1.37
11:29AM  up 20 days, 15:55, 1 user, load averages: 1.41, 1.34, 1.40
11:29AM  up 20 days, 15:55, 1 user, load averages: 1.63, 1.40, 1.42
11:30AM  up 20 days, 15:55, 1 user, load averages: 1.31, 1.34, 1.40
11:30AM  up 20 days, 15:56, 1 user, load averages: 1.75, 1.43, 1.43
11:30AM  up 20 days, 15:56, 1 user, load averages: 2.44, 1.60, 1.49
11:31AM  up 20 days, 15:56, 1 user, load averages: 2.85, 1.74, 1.54
11:31AM  up 20 days, 15:57, 1 user, load averages: 2.10, 1.64, 1.51
11:31AM  up 20 days, 15:57, 1 user, load averages: 2.52, 1.76, 1.55
11:32AM  up 20 days, 15:57, 1 user, load averages: 2.09, 1.71, 1.54
11:32AM  up 20 days, 15:58, 1 user, load averages: 1.64, 1.63, 1.51
11:32AM  up 20 days, 15:58, 1 user, load averages: 1.87, 1.68, 1.53
11:33AM  up 20 days, 15:58, 1 user, load averages: 1.47, 1.60, 1.50
11:33AM  up 20 days, 15:59, 1 user, load averages: 1.12, 1.51, 1.47
11:33AM  up 20 days, 15:59, 1 user, load averages: 1.56, 1.58, 1.50
11:34AM  up 20 days, 15:59, 1 user, load averages: 1.29, 1.52, 1.48
11:34AM  up 20 days, 16 hrs, 1 user, load averages: 1.30, 1.50, 1.47
11:34AM  up 20 days, 16 hrs, 1 user, load averages: 1.45, 1.52, 1.48
11:35AM  up 20 days, 16 hrs, 1 user, load averages: 1.04, 1.42, 1.44
11:35AM  up 20 days, 16:01, 1 user, load averages: 0.94, 1.37, 1.43
11:35AM  up 20 days, 16:01, 1 user, load averages: 1.29, 1.41, 1.44
11:36AM  up 20 days, 16:01, 1 user, load averages: 1.29, 1.40, 1.43
11:36AM  up 20 days, 16:02, 1 user, load averages: 1.19, 1.38, 1.42
11:36AM  up 20 days, 16:02, 1 user, load averages: 1.18, 1.36, 1.42
11:37AM  up 20 days, 16:02, 1 user, load averages: 1.05, 1.32, 1.40
11:37AM  up 20 days, 16:03, 1 user, load averages: 1.10, 1.32, 1.40
11:37AM  up 20 days, 16:03, 1 user, load averages: 0.92, 1.26, 1.38
11:38AM  up 20 days, 16:03, 1 user, load averages: 1.65, 1.41, 1.42
11:38AM  up 20 days, 16:04, 1 user, load averages: 1.35, 1.35, 1.40
11:38AM  up 20 days, 16:04, 1 user, load averages: 1.17, 1.31, 1.39
11:39AM  up 20 days, 16:04, 1 user, load averages: 1.24, 1.32, 1.39
11:39AM  up 20 days, 16:05, 1 user, load averages: 1.19, 1.30, 1.38
11:39AM  up 20 days, 16:05, 1 user, load averages: 1.08, 1.28, 1.37
11:40AM  up 20 days, 16:05, 1 user, load averages: 1.15, 1.27, 1.36
11:40AM  up 20 days, 16:06, 1 user, load averages: 0.96, 1.22, 1.34
11:40AM  up 20 days, 16:06, 1 user, load averages: 0.99, 1.21, 1.33
11:41AM  up 20 days, 16:06, 1 user, load averages: 1.07, 1.21, 1.33
11:41AM  up 20 days, 16:07, 1 user, load averages: 0.99, 1.18, 1.32
11:41AM  up 20 days, 16:07, 1 user, load averages: 3.01, 1.65, 1.48
11:42AM  up 20 days, 16:07, 1 user, load averages: 2.51, 1.62, 1.48
11:42AM  up 20 days, 16:08, 1 user, load averages: 2.29, 1.63, 1.48
11:42AM  up 20 days, 16:08, 1 user, load averages: 2.16, 1.63, 1.49
11:43AM  up 20 days, 16:08, 1 user, load averages: 1.63, 1.54, 1.46
11:43AM  up 20 days, 16:09, 1 user, load averages: 2.12, 1.68, 1.51
11:43AM  up 20 days, 16:09, 1 user, load averages: 1.66, 1.60, 1.49
11:44AM  up 20 days, 16:09, 1 user, load averages: 1.36, 1.54, 1.47
11:44AM  up 20 days, 16:10, 1 user, load averages: 1.23, 1.50, 1.45
11:44AM  up 20 days, 16:10, 1 user, load averages: 2.98, 1.84, 1.57
11:45AM  up 20 days, 16:10, 1 user, load averages: 2.91, 1.88, 1.59
11:45AM  up 20 days, 16:11, 1 user, load averages: 2.30, 1.81, 1.57
11:45AM  up 20 days, 16:11, 1 user, load averages: 2.50, 1.88, 1.60
11:46AM  up 20 days, 16:11, 1 user, load averages: 1.87, 1.77, 1.57
11:46AM  up 20 days, 16:12, 1 user, load averages: 2.63, 1.94, 1.63
11:46AM  up 20 days, 16:12, 1 user, load averages: 1.87, 1.82, 1.60
11:47AM  up 20 days, 16:12, 1 user, load averages: 1.42, 1.72, 1.57
11:47AM  up 20 days, 16:13, 1 user, load averages: 1.01, 1.61, 1.53
11:47AM  up 20 days, 16:13, 1 user, load averages: 1.08, 1.58, 1.52
11:48AM  up 20 days, 16:13, 1 user, load averages: 0.91, 1.52, 1.50
11:48AM  up 20 days, 16:14, 1 user, load averages: 1.04, 1.52, 1.50
11:48AM  up 20 days, 16:14, 1 user, load averages: 1.09, 1.50, 1.49
11:49AM  up 20 days, 16:14, 1 user, load averages: 0.97, 1.45, 1.47
11:49AM  up 20 days, 16:15, 1 user, load averages: 1.61, 1.56, 1.51
11:49AM  up 20 days, 16:15, 1 user, load averages: 1.15, 1.46, 1.48
11:50AM  up 20 days, 16:15, 1 user, load averages: 1.41, 1.50, 1.49
11:50AM  up 20 days, 16:16, 1 user, load averages: 1.86, 1.59, 1.52
11:50AM  up 20 days, 16:16, 1 user, load averages: 1.61, 1.55, 1.51
11:51AM  up 20 days, 16:16, 1 user, load averages: 1.44, 1.52, 1.50
11:51AM  up 20 days, 16:17, 1 user, load averages: 1.29, 1.48, 1.48
11:51AM  up 20 days, 16:17, 1 user, load averages: 1.47, 1.50, 1.49
11:52AM  up 20 days, 16:17, 1 user, load averages: 1.19, 1.44, 1.47
11:52AM  up 20 days, 16:18, 1 user, load averages: 1.16, 1.41, 1.46
11:52AM  up 20 days, 16:18, 1 user, load averages: 0.98, 1.35, 1.44
11:53AM  up 20 days, 16:18, 1 user, load averages: 1.24, 1.39, 1.45
11:53AM  up 20 days, 16:19, 1 user, load averages: 2.55, 1.67, 1.55
11:53AM  up 20 days, 16:19, 1 user, load averages: 1.89, 1.58, 1.51
11:54AM  up 20 days, 16:19, 1 user, load averages: 1.49, 1.51, 1.49
11:54AM  up 20 days, 16:20, 1 user, load averages: 1.45, 1.49, 1.48
11:54AM  up 20 days, 16:20, 1 user, load averages: 2.55, 1.75, 1.58
11:55AM  up 20 days, 16:20, 1 user, load averages: 1.89, 1.65, 1.54
11:55AM  up 20 days, 16:21, 1 user, load averages: 1.35, 1.54, 1.51
11:55AM  up 20 days, 16:21, 1 user, load averages: 1.09, 1.47, 1.48
11:56AM  up 20 days, 16:21, 1 user, load averages: 0.93, 1.41, 1.46
11:56AM  up 20 days, 16:22, 1 user, load averages: 2.02, 1.64, 1.54
11:56AM  up 20 days, 16:22, 1 user, load averages: 1.91, 1.64, 1.54
11:57AM  up 20 days, 16:22, 1 user, load averages: 1.57, 1.58, 1.52
11:57AM  up 20 days, 16:23, 1 user, load averages: 1.49, 1.56, 1.52
11:57AM  up 20 days, 16:23, 1 user, load averages: 1.49, 1.56, 1.52
11:58AM  up 20 days, 16:23, 1 user, load averages: 1.43, 1.54, 1.51
11:58AM  up 20 days, 16:24, 1 user, load averages: 1.45, 1.53, 1.51
11:58AM  up 20 days, 16:24, 1 user, load averages: 1.31, 1.50, 1.49
11:59AM  up 20 days, 16:24, 1 user, load averages: 1.21, 1.46, 1.48
11:59AM  up 20 days, 16:25, 1 user, load averages: 1.18, 1.43, 1.47
11:59AM  up 20 days, 16:25, 1 user, load averages: 1.41, 1.47, 1.48
12:00PM  up 20 days, 16:25, 1 user, load averages: 1.38, 1.45, 1.47
12:00PM  up 20 days, 16:26, 1 user, load averages: 1.82, 1.55, 1.51
12:00PM  up 20 days, 16:26, 1 user, load averages: 2.18, 1.65, 1.54
12:01PM  up 20 days, 16:26, 1 user, load averages: 1.76, 1.59, 1.52
12:01PM  up 20 days, 16:27, 1 user, load averages: 1.34, 1.50, 1.49
12:01PM  up 20 days, 16:27, 1 user, load averages: 0.96, 1.40, 1.45
12:02PM  up 20 days, 16:27, 1 user, load averages: 1.48, 1.48, 1.48
12:02PM  up 20 days, 16:28, 1 user, load averages: 1.33, 1.45, 1.47
12:02PM  up 20 days, 16:28, 1 user, load averages: 1.10, 1.39, 1.45
12:03PM  up 20 days, 16:28, 1 user, load averages: 0.93, 1.33, 1.42
12:03PM  up 20 days, 16:29, 1 user, load averages: 1.03, 1.32, 1.42
12:03PM  up 20 days, 16:29, 1 user, load averages: 1.17, 1.33, 1.42
12:04PM  up 20 days, 16:29, 1 user, load averages: 1.81, 1.47, 1.47
12:04PM  up 20 days, 16:30, 1 user, load averages: 1.49, 1.42, 1.45
12:04PM  up 20 days, 16:30, 1 user, load averages: 1.14, 1.34, 1.42
12:05PM  up 20 days, 16:30, 1 user, load averages: 1.09, 1.32, 1.41
12:05PM  up 20 days, 16:31, 1 user, load averages: 1.56, 1.40, 1.43
12:05PM  up 20 days, 16:31, 1 user, load averages: 1.24, 1.34, 1.41
12:06PM  up 20 days, 16:31, 1 user, load averages: 1.24, 1.33, 1.40
12:06PM  up 20 days, 16:32, 1 user, load averages: 1.62, 1.41, 1.43
12:06PM  up 20 days, 16:32, 1 user, load averages: 1.37, 1.36, 1.41
12:07PM  up 20 days, 16:32, 1 user, load averages: 1.12, 1.31, 1.39
12:07PM  up 20 days, 16:33, 1 user, load averages: 1.51, 1.37, 1.41
12:07PM  up 20 days, 16:33, 1 user, load averages: 2.46, 1.60, 1.49
12:08PM  up 20 days, 16:33, 1 user, load averages: 2.45, 1.63, 1.50
12:08PM  up 20 days, 16:34, 1 user, load averages: 2.34, 1.67, 1.52
